node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
72502,,-76.5109856,42.4026281,725,,unclassified,0
171600,,-76.5108804,42.4026869,1716,,unclassified,0
171601,,-76.5109317,42.4027372,1716,,unclassified,0
72503,,-76.5110369,42.4026784,725,,unclassified,0
171602,,-76.5107846,42.4027421,1716,,unclassified,0
41104,,-76.5135171,42.410228,411,,unclassified,0
41105,,-76.5135999,42.4102134,411,,unclassified,0
171603,,-76.5108364,42.402793,1716,,unclassified,0
3402,,-76.5267824,42.460023,34,,residential,0
3304,,-76.5268504,42.4602387,33,,residential,0
3305,,-76.526935,42.460232,33,,residential,0
3403,,-76.526853,42.4599877,34,,residential,0
171700,,-76.4690873,42.4437471,1717,,primary,0
62904,,-76.4688378,42.4437796,629,,primary,0
62905,,-76.468812,42.4438642,629,,primary,0
171701,,-76.4691526,42.4438189,1717,,primary,0
145302,,-76.4695175,42.4437102,1453,,primary,0
171702,,-76.4693809,42.4437188,1717,,primary,0
171703,,-76.469393,42.443813,1717,,primary,0
145303,,-76.4695259,42.4438046,1453,,primary,0
159202,,-76.4698083,42.4476581,1592,,tertiary,0
61004,,-76.470658,42.4491043,610,,tertiary,0
61005,,-76.470773,42.4490631,610,,tertiary,0
159203,,-76.4699359,42.4476561,1592,,tertiary,0
163506,,-76.4645609,42.4362329,1635,,tertiary,0
149002,,-76.4644083,42.4359249,1490,,tertiary,0
149003,,-76.4643252,42.4359858,1490,,tertiary,0
163507,,-76.4644443,42.4362262,1635,,tertiary,0
157202,,-76.4992435,42.4368269,1572,,secondary,0
125404,,-76.4990289,42.4368337,1254,,secondary,0
125405,,-76.4989866,42.436914,1254,,secondary,0
157203,,-76.4992966,42.4369041,1572,,secondary,0
126803,,-76.5083493,42.4368351,1268,,trunk,0
62504,,-76.4885681,42.4264119,625,,tertiary,0
171800,,-76.486156,42.423991,1718,,tertiary,0
171801,,-76.4860541,42.4240479,1718,,tertiary,0
62505,,-76.4884653,42.4264679,625,,tertiary,0
171802,,-76.4859821,42.423818,1718,,tertiary,0
32002,,-76.4853128,42.4231451,320,,tertiary,0
32003,,-76.4852101,42.4232012,320,,tertiary,0
171803,,-76.4858794,42.4238741,1718,,tertiary,0
80202,,-76.4780693,42.4156526,802,,tertiary,0
83302,,-76.464502,42.404057,833,,tertiary,0
83303,,-76.4644085,42.4041214,833,,tertiary,0
80203,,-76.477971,42.4157128,802,,tertiary,0
83304,,-76.4643038,42.4038986,833,,tertiary,0
171402,,-76.4636787,42.4034155,1714,,tertiary,0
171403,,-76.4635951,42.403487,1714,,tertiary,0
83305,,-76.4642101,42.4039628,833,,tertiary,0
32004,,-76.4851396,42.4229711,320,,tertiary,0
19704,,-76.481599,42.4187819,197,,residential,0
19705,,-76.4815016,42.418843,197,,residential,0
32005,,-76.4850369,42.4230272,320,,tertiary,0
19706,,-76.4814109,42.4186169,197,,residential,0
41402,,-76.4806061,42.4179088,414,,tertiary,0
41403,,-76.4805131,42.4179737,414,,tertiary,0
19707,,-76.4813132,42.4186778,197,,residential,0
41404,,-76.4804119,42.417749,414,,tertiary,0
80204,,-76.4782554,42.4158188,802,,tertiary,0
80205,,-76.4781573,42.4158793,802,,tertiary,0
41405,,-76.480317,42.4178122,414,,tertiary,0
139204,,-76.4891402,42.4448639,1392,,tertiary,0
20603,,-76.4876905,42.4446831,206,,residential,0
61902,,-76.4985123,42.422472,619,,unclassified,0
62202,,-76.4985033,42.4223772,622,,residential,0
62203,,-76.4984185,42.4223816,622,,residential,0
61903,,-76.4984275,42.4224764,619,,unclassified,0
62204,,-76.498471,42.4222833,622,,residential,0
62302,,-76.4981261,42.4223939,623,,residential,0
62303,,-76.4982071,42.4223747,623,,residential,0
62205,,-76.4983898,42.4223019,622,,residential,0
62304,,-76.4981778,42.4224865,623,,residential,0
61802,,-76.4982528,42.4225576,618,,unclassified,0
61803,,-76.4983199,42.4225188,618,,unclassified,0
62305,,-76.4982449,42.4224477,623,,residential,0
171900,,-76.5145022,42.4296451,1719,,unclassified,0
171901,,-76.5144802,42.429545,1719,,unclassified,0
137901,,-76.5132964,42.4295814,1379,,unclassified,0
8501,,-76.4987055,42.479766,85,,motorway,0
131904,,-76.4994354,42.4789887,1319,,tertiary,0
131905,,-76.4992687,42.4788907,1319,,tertiary,0
8502,,-76.4985294,42.4796775,85,,motorway,0
8503,,-76.4983769,42.4799474,85,,motorway,0
172000,,-76.4768138,42.4898469,1720,,residential,0
172100,,-76.4769025,42.4898433,1721,,residential,0
172101,,-76.4768979,42.4897803,1721,,residential,0
172001,,-76.4768092,42.4897839,1720,,residential,0
172102,,-76.4769661,42.4899305,1721,,residential,0
172103,,-76.4770357,42.4896893,1721,,residential,0
172104,,-76.4770233,42.4897593,1721,,residential,0
172105,,-76.4770149,42.4898751,1721,,residential,0
172200,,-76.5279314,42.4690641,1722,,secondary,0
172300,,-76.5347801,42.4807729,1723,,secondary,0
172301,,-76.5348622,42.4807562,1723,,secondary,0
172201,,-76.5280083,42.4690371,1722,,secondary,0
172302,,-76.5348311,42.4809118,1723,,secondary,0
58002,,-76.5394699,42.4910392,580,,secondary,0
58003,,-76.5395515,42.4910209,580,,secondary,0
172303,,-76.5349134,42.4808954,1723,,secondary,0
58004,,-76.5395103,42.4911747,580,,secondary,0
172400,1724,-76.541144,42.4950545,1724,,secondary,-1
172401,1724,-76.541222,42.4950292,1724,,secondary,1
58005,,-76.5395947,42.491166,580,,secondary,0
172500,1725,-76.5721692,42.4668161,1725,,tertiary,1
48702,,-76.5478686,42.4673715,487,,tertiary,0
48703,,-76.5478713,42.467466,487,,tertiary,0
172501,1725,-76.5721614,42.4669105,1725,,tertiary,-1
172600,,-76.5446947,42.4600301,1726,,unclassified,0
85302,,-76.5368417,42.4602197,853,,unclassified,0
85303,,-76.5368444,42.4602827,853,,unclassified,0
172601,,-76.5446989,42.460093,1726,,unclassified,0
85304,,-76.5366473,42.4602239,853,,unclassified,0
156304,,-76.5296792,42.4604674,1563,,primary,0
156305,,-76.5297274,42.4605204,1563,,primary,0
85305,,-76.5366498,42.4602869,853,,unclassified,0
48604,,-76.5478621,42.4599225,486,,unclassified,0
172602,,-76.5448894,42.4600235,1726,,unclassified,0
172603,,-76.544893,42.4600865,1726,,unclassified,0
48605,,-76.5478633,42.4599856,486,,unclassified,0
48704,,-76.5475758,42.4673776,487,,tertiary,0
156604,,-76.5423703,42.4681464,1566,,primary,0
156605,,-76.542429,42.4682304,1566,,primary,0
48705,,-76.5475804,42.4674721,487,,tertiary,0
172700,1727,-76.5306154,42.3943328,1727,,unclassified,1
79702,,-76.5234654,42.4146744,797,,unclassified,0
79703,,-76.5235445,42.4146977,797,,unclassified,0
172701,1727,-76.5306206,42.3942699,1727,,unclassified,-1
54502,,-76.4554168,42.4099446,545,,tertiary,0
148702,,-76.4542032,42.4108778,1487,,tertiary,0
148703,,-76.4543162,42.4109217,1487,,tertiary,0
54503,,-76.4554875,42.4100233,545,,tertiary,0
171404,,-76.4634615,42.4032729,1714,,tertiary,0
172800,1728,-76.4591029,42.4011698,1728,,tertiary,-1
172801,1728,-76.4590337,42.4012492,1728,,tertiary,1
171405,,-76.4633758,42.4033429,1714,,tertiary,0
166202,,-76.4491614,42.4509895,1662,,primary,0
66306,,-76.444774,42.4529493,663,,primary,0
66307,,-76.4448406,42.4530653,663,,primary,0
166203,,-76.449249,42.4510976,1662,,primary,0
150402,,-76.5093083,42.4812354,1504,,primary,0
4302,,-76.5112544,42.4923196,43,,primary,0
4303,,-76.5113393,42.4923247,43,,primary,0
150403,,-76.5093889,42.4812149,1504,,primary,0
4304,,-76.5112386,42.4924632,43,,primary,0
172900,1729,-76.5111885,42.4929126,1729,,primary,-1
172901,1729,-76.5112734,42.4929178,1729,,primary,1
4305,,-76.5113235,42.4924684,43,,primary,0
134702,,-76.4505142,42.478942,1347,,tertiary,0
48802,,-76.4505196,42.4791237,488,,tertiary,0
48803,,-76.4506473,42.4791225,488,,tertiary,0
134703,,-76.4506419,42.4789397,1347,,tertiary,0
148304,,-76.4485086,42.414521,1483,,trunk,0
173000,,-76.447811,42.4141203,1730,,trunk,0
173001,,-76.4477589,42.4141702,1730,,trunk,0
148305,,-76.4484565,42.4145708,1483,,trunk,0
173002,,-76.4476571,42.4140321,1730,,trunk,0
173100,,-76.4473541,42.4138589,1731,,trunk,0
173101,,-76.4473022,42.4139088,1731,,trunk,0
173003,,-76.4476052,42.414082,1730,,trunk,0
105502,,-76.5237029,42.4565285,1055,,primary,0
40904,,-76.5240977,42.456821,409,,primary,0
40905,,-76.5241604,42.4567784,409,,primary,0
105503,,-76.5237616,42.4564828,1055,,primary,0
112004,,-76.5409588,42.4435792,1120,,residential,0
173200,1732,-76.5419909,42.4436263,1732,,residential,-1
173201,1732,-76.5419844,42.4435635,1732,,residential,1
112005,,-76.5409878,42.44352,1120,,residential,0
151304,,-76.476127,42.4898778,1513,,residential,0
172002,,-76.4766926,42.4898522,1720,,residential,0
172003,,-76.4766874,42.4897893,1720,,residential,0
151305,,-76.4761218,42.4898149,1513,,residential,0
173300,,-76.5003251,42.423807,1733,,secondary,0
57202,,-76.4982573,42.4280106,572,,secondary,0
57203,,-76.4983764,42.4280446,572,,secondary,0
173301,,-76.5004484,42.4238313,1733,,secondary,0
57204,,-76.4981445,42.4282061,572,,secondary,0
173400,,-76.4965938,42.4305649,1734,,secondary,0
173401,,-76.4967071,42.4306084,1734,,secondary,0
57205,,-76.4982601,42.4282463,572,,secondary,0
142701,,-76.4646406,42.4874927,1427,,tertiary,0
160801,,-76.4648414,42.4874813,1608,,tertiary,0
84505,,-76.4621581,42.4875478,845,,tertiary,0
148603,,-76.4649249,42.4873591,1486,,residential,0
160802,,-76.4649417,42.487459,1608,,tertiary,0
160803,,-76.4650263,42.4874512,1608,,tertiary,0
148604,,-76.4650095,42.4873513,1486,,residential,0
173600,,-76.4640584,42.4873948,1736,,tertiary,0
173501,,-76.4625595,42.487497,1735,,tertiary,0
148605,,-76.4648187,42.4873465,1486,,residential,0
71502,,-76.4705326,42.4860726,715,,residential,0
160602,,-76.4696863,42.4860909,1606,,residential,0
160603,,-76.4696887,42.4861539,1606,,residential,0
71503,,-76.470535,42.4861356,715,,residential,0
148501,,-76.4675623,42.4870596,1485,,tertiary,0
160704,,-76.4675224,42.4862882,1607,,tertiary,0
160705,,-76.4673948,42.4862918,1607,,tertiary,0
148502,,-76.4674346,42.4870632,1485,,tertiary,0
160901,,-76.4675812,42.4873078,1609,,tertiary,0
148503,,-76.4675694,42.487184,1485,,tertiary,0
148504,,-76.467442,42.4871907,1485,,tertiary,0
160902,,-76.4674538,42.4873145,1609,,tertiary,0
173700,,-76.4632009,42.4808475,1737,,residential,0
30502,,-76.4632997,42.48059,305,,residential,0
30503,,-76.4632185,42.480571,305,,residential,0
173701,,-76.4631182,42.4808323,1737,,residential,0
160102,,-76.4656554,42.4808391,1601,,residential,0
173702,,-76.463241,42.4808971,1737,,residential,0
173703,,-76.4632199,42.4809582,1737,,residential,0
160103,,-76.4656602,42.480902,1601,,residential,0
30602,,-76.4633173,42.4787326,306,,residential,0
165302,,-76.4649712,42.4787005,1653,,residential,0
165303,,-76.464969,42.4786375,1653,,residential,0
30603,,-76.4633151,42.4786696,306,,residential,0
35504,,-76.4614821,42.467182,355,,tertiary,0
118202,,-76.4601108,42.4672156,1182,,tertiary,0
118203,,-76.460115,42.4673101,1182,,tertiary,0
35505,,-76.4614867,42.4672765,355,,tertiary,0
118204,,-76.459819,42.4672227,1182,,tertiary,0
111304,,-76.4588199,42.4672467,1113,,tertiary,0
111305,,-76.4588241,42.4673412,1113,,tertiary,0
118205,,-76.4598232,42.4673172,1182,,tertiary,0
159703,,-76.4781909,42.4687252,1597,,tertiary,0
158803,,-76.4782353,42.4687468,1588,,tertiary,0
158804,,-76.4783055,42.4686678,1588,,tertiary,0
159704,,-76.4782611,42.4686462,1597,,tertiary,0
74104,,-76.4814158,42.454589,741,,tertiary,0
173800,,-76.480771,42.4550592,1738,,tertiary,0
173801,,-76.4808566,42.455067,1738,,tertiary,0
74105,,-76.481496,42.4546105,741,,tertiary,0
173900,,-76.4744208,42.4575932,1739,,tertiary,0
174000,,-76.4746957,42.4582588,1740,,tertiary,0
174001,,-76.474777,42.4582403,1740,,tertiary,0
173901,,-76.4745021,42.4575747,1739,,tertiary,0
117002,,-76.4880892,42.4838381,1170,,residential,0
174100,,-76.4882187,42.483841,1741,,residential,0
174101,,-76.4882213,42.483778,1741,,residential,0
117003,,-76.4880925,42.4837751,1170,,residential,0
174200,,-76.4881581,42.4840058,1742,,residential,0
117004,,-76.4880714,42.4838574,1170,,residential,0
117005,,-76.4879932,42.4838824,1170,,residential,0
174201,,-76.4880799,42.4840308,1742,,residential,0
174202,,-76.4881661,42.4840126,1742,,residential,0
174102,,-76.4882406,42.4838561,1741,,residential,0
159402,,-76.4675256,42.4475823,1594,,tertiary,0
159204,,-76.4697221,42.4475947,1592,,tertiary,0
159205,,-76.469724,42.4475002,1592,,tertiary,0
159403,,-76.4675267,42.4474878,1594,,tertiary,0
167102,,-76.4658212,42.4460654,1671,,tertiary,0
159302,,-76.4667541,42.4472776,1593,,tertiary,0
159303,,-76.466868,42.4472335,1593,,tertiary,0
167103,,-76.4659227,42.446008,1671,,tertiary,0
1206,,-76.5034912,42.4319076,12,,tertiary,0
162106,,-76.5035164,42.4326515,1621,,unclassified,0
162107,,-76.5036439,42.4326468,1621,,unclassified,0
1207,,-76.5036189,42.4319052,12,,tertiary,0
83802,,-76.500778,42.4394169,838,,unclassified,0
152304,,-76.5007374,42.4386521,1523,,unclassified,0
152305,,-76.5006523,42.438654,1523,,unclassified,0
83803,,-76.5006929,42.4394191,838,,unclassified,0
39502,,-76.50545,42.4295167,395,,tertiary,0
1104,,-76.5035062,42.4306143,11,,tertiary,0
1105,,-76.5035566,42.4306651,11,,tertiary,0
39503,,-76.5055016,42.4295668,395,,tertiary,0
169702,,-76.5401682,42.4639799,1697,,residential,0
174300,1743,-76.5399865,42.4636066,1743,,residential,-1
174301,1743,-76.5399063,42.463628,1743,,residential,1
169703,,-76.540088,42.4640013,1697,,residential,0
136004,,-76.5410157,42.4652555,1360,,residential,0
169602,,-76.540876,42.4650676,1696,,residential,0
169603,,-76.5408087,42.4651062,1696,,residential,0
136005,,-76.5409396,42.4652838,1360,,residential,0
136006,,-76.5409161,42.4653445,1360,,residential,0
174400,,-76.5407152,42.4654349,1744,,residential,0
174401,,-76.5407595,42.4654888,1744,,residential,0
136007,,-76.5409604,42.4653984,1360,,residential,0
51902,,-76.5390886,42.4683581,519,,residential,0
51602,,-76.5389629,42.4670831,516,,residential,0
51603,,-76.5388952,42.4671214,516,,residential,0
51903,,-76.5390122,42.468386,519,,residential,0
51704,,-76.5395136,42.4665709,517,,residential,0
156502,,-76.5416786,42.4678988,1565,,primary,0
156503,,-76.5417365,42.4678526,1565,,primary,0
51705,,-76.5395674,42.4665221,517,,residential,0
174402,,-76.5405483,42.4655057,1744,,residential,0
174500,,-76.5403815,42.4656025,1745,,residential,0
174501,,-76.5404355,42.4656513,1745,,residential,0
174403,,-76.5405887,42.4655612,1744,,residential,0
174502,,-76.540231,42.4656939,1745,,residential,0
51706,,-76.5394963,42.4664259,517,,residential,0
51707,,-76.5395608,42.466467,517,,residential,0
174503,,-76.5402849,42.4657427,1745,,residential,0
174600,,-76.5308973,42.4508353,1746,,residential,0
174700,1747,-76.5309154,42.4508737,1747,,residential,-1
174701,1747,-76.5309958,42.4508529,1747,,residential,1
174601,,-76.5309777,42.4508145,1746,,residential,0
158602,,-76.5310872,42.448419,1586,,primary,0
53104,,-76.5306923,42.4484315,531,,primary,0
53105,,-76.5306959,42.4484945,531,,primary,0
158603,,-76.5310908,42.448482,1586,,primary,0
66602,,-76.5221413,42.4361308,666,,residential,0
150502,,-76.5221765,42.4366326,1505,,unclassified,0
150503,,-76.5222615,42.4366294,1505,,unclassified,0
66603,,-76.5222262,42.4361275,666,,residential,0
150504,,-76.5221188,42.4367136,1505,,unclassified,0
36206,,-76.5194454,42.4379538,362,,unclassified,0
36207,,-76.5194909,42.4380071,362,,unclassified,0
150505,,-76.5221631,42.4367674,1505,,unclassified,0
58204,,-76.503439,42.4515561,582,,unclassified,0
145003,,-76.5033905,42.451528,1450,,tertiary,0
145004,,-76.503312,42.4516026,1450,,tertiary,0
58205,,-76.5033605,42.4516306,582,,unclassified,0
63802,,-76.5004434,42.4627039,638,,primary,0
63202,,-76.5004752,42.462674,632,,primary,0
63203,,-76.5003338,42.462601,632,,primary,0
63803,,-76.500317,42.4626194,638,,primary,0
92706,,-76.4944724,42.4348328,927,,secondary,0
135802,,-76.4922787,42.434908,1358,,tertiary,0
135803,,-76.4922844,42.4350025,1358,,tertiary,0
92707,,-76.4944738,42.4349274,927,,secondary,0
174800,,-76.5027331,42.4168321,1748,,secondary,0
91102,,-76.5029427,42.4131481,911,,secondary,0
91103,,-76.5028151,42.413146,911,,secondary,0
174801,,-76.5026064,42.4168211,1748,,secondary,0
91104,,-76.5029495,42.4129322,911,,secondary,0
169404,,-76.5030241,42.4107729,1694,,secondary,0
169405,,-76.5028965,42.4107704,1694,,secondary,0
91105,,-76.5028219,42.4129297,911,,secondary,0
47001,,-76.5009178,42.4219195,470,,secondary,0
173302,,-76.5003945,42.4235988,1733,,secondary,0
173303,,-76.5005189,42.4236198,1733,,secondary,0
47002,,-76.5010417,42.4219423,470,,secondary,0
47101,,-76.501152,42.4216104,471,,secondary,0
174802,,-76.502699,42.4170468,1748,,secondary,0
174803,,-76.5025722,42.4170357,1748,,secondary,0
47102,,-76.5010281,42.4215878,471,,secondary,0
174900,,-76.5031109,42.4072068,1749,,secondary,0
151902,,-76.5022123,42.4041738,1519,,secondary,0
151903,,-76.502091,42.4042033,1519,,secondary,0
174901,,-76.5029835,42.4072131,1749,,secondary,0
151904,,-76.50212,42.4039684,1519,,secondary,0
87202,,-76.502029,42.4037683,872,,secondary,0
87203,,-76.5019081,42.4037985,872,,secondary,0
151905,,-76.5019991,42.4039986,1519,,secondary,0
87204,,-76.501936,42.4035635,872,,secondary,0
175000,1750,-76.4870527,42.3678277,1750,,secondary,-1
175001,1750,-76.4869275,42.3678458,1750,,secondary,1
87205,,-76.501815,42.4035937,872,,secondary,0
170002,,-76.5007429,42.4113032,1700,,unclassified,0
